"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","STARS"
4,11.3,0.32,1.29,29.05,0.026,-108,79,0.99168,3.18,1.34,25.4,0,2
0,6.9,0.215,0,48.9,0.105,298,-293,1.01067,3.43,0.57,10.6,-1,1.31
3,7.2,0.47,0.26,-49.1,0.036,46.955,-98,1.05001,3.41,1.65,10,-1,1
4,8.5,-0.71,0.49,-37.6,0.37,213,561,1.00728,3.2,-0.93,11.5,0,2
3,6.8,0.25,-2.43,-88.3,-0.415,76,182.22,0.9967,3.05,0.38,9.132666666666,0,2
5,17.2,0.36,0.39,1.2545,0.024,26,133,0.99116,3.15,1.68,11.9,1,2
2,7,2.76,0.39,53.8,0.0315,-31,-22,1.02546,3.37,0.41,3.7,-1,1
3,8.2,0.75,0.33,2.4,0.076,28,47,0.99599,3.27,0.32,10.208,-1,1
3,7.4,1.44,-2.09,-11.6,0.049,-123,145.785,1.0267,3.06,0.5757,14,0,2
2,4.9,-0.04,-3.08,1.4,0.223,-71,131,0.9814,3.22,0.39,10.5,-1,2
4,14.3,-0.19,1.65,44.4,0.415,27,688,0.96833,3.47,0.9,13.6,0,2
0,6,0.36,0.39,-12.7,0.027,20,125,1.0385,3.38,0.11,11.3,-1,1.28
6,5.9,1.31,1.78,2,0.03,203,144,0.98892,3.41,0.1,13.8,1,3
4,5.8,1.79,0.44,7,0.0528,26,116,0.9949,3.46,0.45,16.8,-1,3
3,1,0.42,1.79,12.1,0.212,-54,577,1.0185,3.31,1.52,9.7,0,2
3,29,0.27,1.31,13,-0.473,69,153,0.98988,3.16,0.7612,12.7,-1,1.71
3,7.5,-0.57,0.66,11.8,-0.018,26,182.52,1.03997,3.23,0.48,10.058,0,2
7,-6.7,0.475,-0.03,12.7,0.028,112,-150,1.0095,3.3,2.56,10.3,1,4
6,7.3,1.65,0.07,6.5,0.314,559,97,0.99148,3.16,0.3998,12.6,1,3
4,-4,0.37,-1.12,2,-0.887,23,120,0.9946,2.84,0.5888,9.4,1,2
3,14.5,0.59,-0.16,1,-0.558,6,24,0.9926,3.4161,-0.06,12.1,0,1.81
3,8.8,1.695,0.26,-29.5,0.553,356,-156,0.98837,4.52,0.09,9.4,0,1
5,2.3,0.22,0.46,1.3,0.027,223,109,0.98948,3.23,0.38,9.6,0,3
6,6.7,-0.62,0.34,-49.9,0.043,214,113,0.9962,3.42,0.77,10.6,1,2
5,7.6,0.3,0.47,-35.3,0.039,31,111,1.02599,3.27,-0.69,-1.9,1,4
4,13.4,0.27,1.31,113.8,0.268,115,-255,0.96257,4.11,-0.36,12.1,-1,2
5,7,0.3,0.49,4.7,0.593,181,-192,1.04966,3.7,0.68,5.9,0,2
6,14.9,1.11,-1.47,21.9,0.01848,29,151,0.98885,3.28,-0.61,12.1,1,2
2,-6.5,0.52,-0.83,-43.2,0.0731499999999999,8,-132,1.01768,2.9,0.56,13.1,0,1
0,6.4,0.28,0.45,14.1,-0.456,-77,223,0.99588,2.92,0.8042,15.2,-2,1.18
5,1.1,0.26,0.31,9.4695,0.04,-184,44,0.98447,3.19,1.19,15.7,1,4
4,5.9,0.38,-1.31,-8.7,-0.286,48,168.13,0.9981,3.23,-0.99,9,0,2
2,6.8,1.32,-0.32,-32.1,0.395,57,361,1.001,3.07,1.36,10.253,-1,1.46
0,7.6,0.35,1.17,57.7,-0.146,23,44,0.99656,3.38,2.19,11.1,-1,1.19
3,24.4,-2.59,0.55,11.3,-0.009,87,331,0.9984,4.28,0.43,13.4,0,1
6,16.1,0.21,-0.15,36.1,-0.007,62,-249,0.991,3.09,-0.71,14.4,0,4
1,11.8,0.46,-0.67,50.5,0.0627399999999999,45,121,1.00452,1.41,0.47,14.7,-2,1
0,7,0.42,0.45,18.05,-0.425,35,-31,1.03319,3.19,-0.21,11.3,1,1.31
7,2.2,0.15,0.49,-0.7,0.047,-151,191,0.9928,3.2948,-0.7,10.4,1,4
3,10.9,0.6,0.12,0.1,0.489,150,76,0.99268,3.42,0.88,10.4,1,2
6,7.4,0.28,0.3,22.7,-0.11,44,-96,1.01381,3.17,-0.71,14.2,2,4
3,4,0.23,0.5,45.7,0.149,283,523,0.9973,3.33,1.23,9.8,0,1
4,7.7,0.08,-1.15,-57.4,0.048,25,192,0.9951,2.97,0.47,10.9,1,1
5,6,0.45,1.25,75.4,-0.087,109,-213,0.99896,2.34,-0.25,8.9,1,3
5,10.6,0.33,1.19,3.3,-0.423,10,19,0.99468,3.3,0.73,13.5,0,4
0,8.3,-0.72,0.15,1.9,-0.379,97,42,0.9972,3.31,2.01,11.7,1,1
3,5.7,0.54,-0.15,9.7,0.036,15,110,0.95406,2.22,0.36,11.2,-1,1
4,6.8,0.11,0.35,7.8,-0.541,76,197,1.03802,3.24,0.5486,13.2,0,1
4,15.4,1.28,0.46,31.6,0.053,35,176,1.02065,3.03,-1.17,13.2,0,3
0,-3.8,-0.4,0.03,2,0.528,-47,-241,0.89343,3.2,-1.03,16.5,0,1
3,-4.2,0.33,-0.28,73.6,0.054,62,471,0.99734,4.41,-2.58,6.3,0,1
4,10.1,1.18,1.75,7.9,0.019,21,82,0.99425,2.04,0.99,10,0,1
5,6.8,0.26,0.91,6,-0.297,22,95,0.9928,3.51,0.45,14.8,1,4
3,-15,-1.48,0.97,-34.1,0.118,25,-42,0.97772,3.05,0.2556,11.7,-1,1.74
4,9.4,0.93,0.99,3.3,0.538,40,153,0.9911,3.34,1.13,17.5,0,1
0,-1.1,0.19,0.41,-32.5,-0.545,-183,155,1.06784,2.42,0.44,8.8,-1,1.36
2,-0.2,-0.01,0.63,-25.6,0.03062,50,179,0.9979,2.65,-1.11,-2.3,0,2
0,9.7,0.32,0.54,-13.4,0.094,178,-61,0.9984,3.28,0.93,5.3,0,1.22
4,29.2,0.66,0.15,42.6,-0.048,17,-363,1.03002,4.28,0.54,8.9,0,2
1,17.7,-1,0.31,3.3,0.019,34,201,0.99429,2.98,-1.16,5.4,-2,1.39
3,14.2,0.23,0.61,19.6,0.02359,-52,152,1.01371,2.89,0.52,8.7,-1,1
5,-0.5,0.28,0.36,1.7,0.038,22,475,0.98121,3.29,0.02,11.6,1,3
4,6.8,0.43,1.31,5.2,0.035,-281,176,0.96412,3.17,0.41,12.3,0,1.89
3,11,0.16,1.31,17.85,-0.012,52,187,0.95639,3.81,1.01,14.8,0,2
2,10.5,0.35,0.06,1.4,0.066,27,128,0.9934,3.77,-0.51,9.3,-1,3
8,7.1,0.49,1.02,6.5,0.041,28,120,1.02388,3.41,1.8,11.53533333333,2,3
4,0.6,-0.085,0.22,-7,0.03,47,168.7,0.99218,3.55,0.1813,4.65,0,2.04
5,17.4,0.23,2.77,1.4,-0.103,114,-209,0.9934,2.57,0.54,11.14066666667,0,2
4,7.3,0.22,1.6,-48.1,0.242,-234,131,0.95844,3.27,0.48,11.2,0,2
5,8.5,0.9,-0.41,14.6,0.043,30,168,0.97337,3.54,-0.76,8.8,1,4
6,10.5,1.13,0.38,-83.6,0.231,78,279,0.96892,3.18,0.61,11.7,1,2
4,8.2,0.18,1.13,1.4,-0.292,46,89,1.00413,3.39,0.48,4.8,-1,3
6,6,-0.45,0.36,-17.9,0.052,273,72,1.03343,4.24,1.53,5.6,1,3
4,8.4,0.99,0.33,41,0.033,16,260,1.01616,3.14,-0.2,8.9,0,4
3,13.6,0.32,0.19,2.8545,0.042,303,115,0.99684,3.16,-0.98,4.1,0,1.63
5,8,0.26,1.97,-29.5,-0.188,-95,121,0.992,3.09,0.72,11.6,0,2
0,9.6,-2.36,-3.24,2.2,0.064,246,23,1.01562,3.3,2.42,12.2,-1,1.37
2,-5.4,0.37,-0.95,20.7,0.941,34,185,0.9944,3.17,2.13,12.5,-1,1
0,7.1,0.735,2.2,57.4,0.1,15,334,0.9966,4.39,0.4,4.4,-1,1.4
5,7.9,-0.99,0.34,1.2,0.494,29,118,0.9476,3.3,-0.83,10.666,1,1
0,13,-0.92,0.25,2.6,0.174,10,58.52,0.98871,3.46,-0.46,14,0,1
5,7.4,0.27,-1.06,1.1,-0.081,33,458,0.99728,2.81,0.25,16.1,1,2
4,13.7,1.72,0.43,-20.4,0.019,267,129,0.9938,3.33,0.621,11,0,1
5,6.3,0.02,0.35,2.3,0.555,-232,109,1.01069,4.16,0.44,9.9,1,3
4,6.9,1.77,-0.84,-15.3,0.039,197,122,1.02963,3.61,0.47,11.1,-1,1
0,1.1,0.63,-1.1,-33.6,0.06251,10.38,179,1.0459,3.23,2.1,12.5,1,1.34
6,6.1,0.31,0.58,-24.4,0.039,36,114,0.9909,3.3,0.6,12.3,0,4
3,6,0.92,0.32,3.8,-0.03821,48,-515,0.99011,3.35,0.34,14,-1,3
6,6.6,0.65,-0.46,-62.3,-0.409,39,111.52,0.99256,3.3313,0.27,11.2,1,3
4,7.2,-0.19,0.35,14.5,0.048,35,335,0.9982,2.63,2.02,8.9,0,2
0,6.9,-1.06,0.29,9.9,0.056,-51,91,0.99487,3.51,-1.3,9.9,0,2
5,7.1,0.44,0.23,5.8,0.035,-494,100,0.99062,3,-0.26,9.3,0,3
3,5.3,0.21,0.29,38.2,-0.362,11,22,1.00361,3.73,0.4,9.8,0,1.7
2,0.3,0.25,-0.79,20.4,0.008,13,102,0.9918,3.54,0.98,5,-1,1
3,6.8,0.21,-0.17,7,0.099,27,107,0.99206,2.98,-0.28,10.7,-1,1.7
3,30.6,-0.34,-0.21,91.1,0.044,-46,172,1.0063,3.12,0.3043,3,0,1.67
3,5.6,0.435,1.17,-44.7,0.282,24,152,1.07182,3.49,-0.34,9.3,-1,2
4,7.9,0.43,-1.08,-54.5,0.044,36,103,0.96377,3.19,-0.01,10.5,0,2
4,7.5,0.41,0.23,21.9,0.127,256,593,0.99898,3.18,0.49,9.7,1,4
2,8.6,1.81,1.92,123.25,0.406,35.5,46.5,1.0001,1.95,-0.56,16,1,1
4,5.8,0.24,0.28,-29,0.038,-98,-78,1.02018,3.1,3.23,9.2,-1,1
0,13.2,0.07,0.33,23.3,0.05,17.885,103,0.99002,3,0.45,7.3,0,1.2
3,12.1,0.24,0.39,17.3,0.052,-149,-53,0.99888,3.91,0.49,9.2,-1,1
3,10.2,0.24,0.49,6.1,0.038,52,-85,0.9952,3.02,0.33,10.6,-1,1
4,18.4,1.17,0.27,1.1805,0.036,-38,538,0.96636,2.98,0.48,13.7,0,2
3,7,-0.5,-1.05,58.3,0.034,26,127,0.96183,4.05,1.72,5.4,-1,2
0,-0.5,0.17,0.47,56.3,0.037,10.29,-332,0.9939,2.89,0.2,9.6,0,1.24
4,12.8,-1.07,0.7,4.9,-0.514,42,282,0.99283,3.12,0.11,11,0,3
2,6.7,1.37,-0.57,1.4,-0.08,25,141,1.0392,3.12,0.44,10.1,-1,2
0,8.2,0.33,1.31,-46.9,0.067,109,12,0.99473,3.3,1.95,10.20493333333,0,1
3,6.6,-0.54,0.15,19.8,0.037,35,162.155,1.0544,4.55,-0.36,9.4,0,2.04
6,-5.1,0.34,0.26,1.9,0.038,244,82,0.9893,3.28,0.47,12.2,1,4
3,29.4,0.24,1.91,6.45,0.035,-157,562,0.996,3,-0.18,11.6,-1,2
4,-1.9,-0.74,0.3,51.3,0.232,19,203,0.99057,3.47,-0.61,11.9,-1,2
3,9.4,1.12,1.28,2.2,0.075,-204,13,0.998,3.22,-0.24,15.4,0,2
0,8.3,0.41,0.37,1.4,-0.402,-275,23,0.9974,3.26,0.7,13.5,-1,1.14
0,7.1,-0.71,0.22,5.1975,-0.482,146.5,643.5,1.00711,3.62,-0.91,9.8,0,1.19
3,6.7,0.31,1.76,2.2,0.164,-19,-28,1.02432,2.05,0.17,9.6,0,1
3,8.1,0.79,0.48,1.8,0.134,-237,377,0.9976,3.3,1.05,9.4,0,3
4,-1.5,0.94,0.34,10.5,0.043,49,228,1.05744,3.04,0.41,9.85,0,2
6,-1.1,0.2,1.28,-12.4,0.056,-63,212.5,0.95946,2.32,-2.95,8.9,0,3
4,-0.4,1.44,0.95,1.3,-0.326,28,371,0.97462,2.08,-0.53,8.4,0,3
0,1.9,-0.3,0.29,51.2,0.251,158,44,0.9775,3.17,0.54,-3.7,1,1.41
5,-2.4,0.26,0.24,66.5,0.511,166,-182,0.97726,5.06,0.4,10.1,1,3
4,6.6,0.13,1.58,24.4,0.056,54,613,0.99698,3.17,0.39,9.4,0,1
4,15.1,-1.2,1.74,6,-0.417,-95,107,0.99511,3.23,1.99,10.5,-1,2
3,6.4,1.5,0.37,-3.5,0.44,35,-274,0.97584,3.23,0.66,14,-1,1
4,7.4,0.32,0.3,8.9,-0.078,-363,117,0.98996,3.24,0.48,11.80233333333,0,2
5,6.5,2.62,0.3,-3.2,-0.1,179,88,0.99028,4.54,-0.86,12.5,0,4
0,8,0.23,0.28,-43.8,0.048,41.211,468,0.9952,3.68,-0.7,9.5,0,1.23
4,15.8,0.2,1.9,1.2,-0.557,79,78,0.9921,3.08,-1.04,5.5,0,3
6,13.4,0.28,-0.61,4.7,0.282,56,140,1.00321,3.16,2.03,15.7,0,2
4,7.8,0.65,-1.37,16.85,0.054,23,24,0.9998,3.16,0.38,9,0,1
0,10.1,-0.72,0.23,1.9,0.082,28,18,0.99774,3.22,-0.81,5.6,-1,1
2,7.2,0.41,0.24,4.9,0.158,47,144,0.99471,1.79,0.49,9.4,-1,1.63
0,15,0.36,-1.07,2.1,0.035,-213,100,0.9917,3.9,0.75,8.4,-1,1.29
4,-0.7,0.52,0.48,12.4,0.056,61,175.5,0.99803,2.75,-0.87,2.4,1,1
5,9.4,-1.14,0.27,-15.2,-0.546,-154,329,0.9657,3.2,0.37,15.6,1,4
3,9.8,0.22,-0.93,9.9,0.142,30,91,0.99512,1.99,0.6024,4.8,-1,2
3,15.2,-0.3,0.27,11.2,0.061,113,246,0.96954,3.36,0.59,13.9,-1,2
4,5.1,-1.17,0.18,-26.8,0.11361,13,-216,1.04001,3.22,0.6343,7.7,1,2
4,6,-1.17,0.71,1.5,0.51,262,143,0.97366,2.29,1.65,11.4,0,1
4,-12.2,-0.48,-1.34,10.3,0.027,275,38,0.9894,3.5,2.14,10.228000000002,0,2
0,6.9,1.45,0.16,6.8,0.618,-214,212,0.95962,3.82,0.39,19.9,-1,1.34
0,9.5,0.46,-0.74,-114.4,0.064,-248,17,0.99718,3.21,1.91,11,0,1.26
5,6.4,-0.69,0.12,-59.3,-0.465,25,149,0.96567,4.59,-1.03,13.2,0,3
0,15.7,0.21,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,0,1.22
5,6.7,0.66,0.32,-38.4,0.202,29,113,0.99188,2.22,-0.22,19.8,0,2
0,3.9,1.49,-0.41,18.8,0.05,271,227,1.03638,5.29,0.58,9.6,-2,1.34
7,2.7,0.32,0.45,-122,0.073,5,350,0.98089,2.31,0.82,12.6,1,4
3,-4.2,-0.76,0.3,76.8,-0.151,69,160,0.94761,3.16,-1.09,10.5,-1,2
3,2.7,-0.72,0.2,63.85,0.395,200,146,1.03628,1.95,0.5,8.9,0,1.71
4,4.9,0.235,-0.78,-6.65,-0.336,210,118,0.9954,3.07,1.91,9.4,0,2
4,7.1,1.9,0.61,-48.1,0.456,54,155,0.9974,2.19,-1.19,9.792,1,1
0,14,0.4,1.61,31.5,0.122,206,40,1.01565,3.91,1.36,9.7,1,1.33
5,5.8,-1.37,0.26,1.1,0.236,20,245,1.02116,3.27,2.27,10.8075,1,3
5,6.8,-0.66,1.11,16.8,0.044,35,137,0.99,3.13,1.46,12.1,0,3
4,7.5,-0.43,0.32,2,0.044,-283,90,0.99185,3.37,0.68,11,-1,2
3,12,1.84,-0.59,57,-0.084,49,128,1.01688,3.24,-0.15,11.3,0,1
4,9.7,1.36,0.31,-12,0.069,15,-547,0.9944,3.18,0.47,9.4,1,2
4,6.8,1.22,0.54,18.2,0.154,156,5,0.9955,4.47,1.16,10.3,0,1
6,6.3,0.22,-0.62,39.8,-0.419,-83,157,0.96877,3.05,-0.11,10,1,3
4,11.1,-0.18,1.67,4.6,0.041,-536,46,0.9946,3.21,0.45,15.1,1,1
2,10,0.18,0.22,-0.0555000000000001,0.042,25,111,0.9809,3.76,0.39,10.352,-1,2
3,5.5,0.23,-0.71,-125.3,0.033,39,161,0.99209,3.94,0.36,17,-1,2
1,9.6,0.32,0.46,-29.9,0.41,21.12,189,0.98314,3.24,0.49,6.5,-2,1
2,29.1,0.83,-0.6,2,0.178,11,63,0.99652,3.29,1.41,10.8,0,1
2,3.4,-0.09,0.49,-34.1,-0.243,192,-204,0.98129,3.26,1.77,9.1,-1,1
5,6.7,0.72,0.39,-28.7,-0.483,253,71,1.03996,3.31,0.38,17.7,0,4
0,4.7,0.34,0.03,5.5,0.268,29,129,0.9973,5.85,-0.91,8.819,1,1.3
5,8.3,-1.09,1.03,6.5,-0.217,254,-582,1.01131,3.21,0.11,12.9,0,2
3,7.4,-0.17,0.8,12.3,0.038,77,187,0.99778,2.95,1.43,7.6,0,1.39
6,7.4,-1.14,0.66,-61.6,-0.368,36,-289,0.95019,2.92,-0.08,10.3,1,2
5,6.6,1.12,1.47,2.2,0.027,21,90.54,0.99,3.85,1.99,6.2,1,2
4,6.1,0.28,1.07,2.5,-0.449,154,218.5,0.94143,3.27,0.6,9.8,1,2
4,7.4,0.34,1.17,12.8,0.053,48.5,-273,1.01818,3.9,0.5515,7.8,-1,2
2,6,-1.17,-0.17,52.7,1.252,50.91,128,0.9936,2.79,0.45,8.8,-1,1
0,15.4,-0.24,-0.19,-38.8,0.077,3,55.79,0.96315,3.16,0.79,3.9,-1,1.26
3,5.8,0.52,-1.22,-37.3,-0.572,-143,158.37,0.97792,5.56,2.35,8.45,-1,2
0,-3,-0.94,0.35,51,0.191,318,96,0.96845,3.05,-1.06,14,-1,1.5
3,6.4,0.79,1.15,-32.95,0.0736,56,175.02,0.99684,4.35,0.38,10.6,0,2
5,0.6,0.24,0.29,-13.7,0.023,-257,463,1.08635,3.25,1.88,15.4,1,2
5,8.4,0.98,-0.82,-30.7,0.383,-167,127,1.00704,1.46,0.42,12.5,1,2.76
2,6,0.29,0.21,32.15,0.043,-140,142,1.00397,2.42,1.86,10.1,-2,1.47
2,9.3,0.42,0.48,9.85,0.034,5,291,0.94537,2.58,0.29,10,-1,1
0,17.7,-0.96,0.47,4.5,-0.358,284,133,0.96284,3.24,1.1,10.6,-2,1.35
4,12.6,-0.01,0.95,-35.7,0.054,12.06,306,1.03584,1.13,0.84,12.5,-1,2
4,-2.6,0.71,0.38,10.5,0.044,24,349,1.04702,1.87,0.5102,14.4,0,2
0,4,0.28,0.49,1,-0.457,25,372,0.9936,3.13,1.06,10,-2,1.15
0,10.2,0.67,0.39,1.9,0.131,6,348,0.9976,3.17,0.47,10,1,1.13
0,6.9,1.57,-0.23,2.5,0.076,18,922,0.93521,3.53,0.55,13.1,-1,1
5,5.6,0.38,0.28,-60.6,-0.848,52,-682,0.96755,2.3,0.24,10.7,0,4
4,6.1,-1.01,1.04,-44.8,-0.319,137,-243,0.95314,3.07,0.27,13.2,0,3
2,21.3,0.53,2.9,-1.9,-0.352,118,144,1.00723,3.316,0.849499999999999,11.8,-1,2
5,19.5,0.6,2.77,-28.3,-0.37,132,206,0.95704,2.85,-0.49,10.1,2,3
4,20.3,-0.41,0.49,-1,0.209,64.725,129,0.95936,2.32,0.76,10.7,-1,2
4,6.1,0.32,0.83,10.7,0.162,305,400,1.00744,3.34,-0.4,9.5,0,1.88
3,6.2,-0.01,2.07,1.1,0.04,38,-185,1.00063,2.92,0.42,13.7,0,2
0,12.3,0.36,0.03,22,0.065,48,563,0.99472,1.98,0.62,8.9,0,1.19
4,7.1,0.89,0.3,-14.2,0.04,247,90,0.99021,3.47,0.27,13.6,0,2
4,7.1,0.25,1.33,28.1,0.043,53,904,0.99524,4.54,0.28,16.5,0,3
4,6.8,-0.05,0.09,5.4,0.972,265,354,1.0302,2.41,1.05,9.4,1,2
0,8.2,1.645,1.53,-41.1,0.086,191,282,0.9946,3.17,1.36,5.9,1,1
2,14.6,-0.17,-0.01,-7.1,0.055,81,170,0.99605,2.76,-0.19,9.8,-2,1
4,5,0.35,0.25,-44,0.317,-97,116,0.99241,3.39,0.03,12,0,2.12
0,2.3,0.69,0.25,-36,0.288,9,70.92,0.99695,3.22,-0.02,7.2,-1,1.18
4,6,1.17,0.29,-52.6,-0.394,233,96,0.99061,4.43,0.2505,12.3,0,2
3,-4.3,1.15,0.21,1.65,0.117,256,240,1.07586,3.11,1.84,8.5,0,2
4,6.4,0.17,0.32,46,0.048,114,200,1.0083,3.5,-0.39,16.3,0,2
3,4,0.3,0.09,5.2,0.05,30,137,0.99304,3.26,0.3767,8.9,0,1.67
5,-1.2,0.31,1.36,5.1,0.31,-153,203,0.9897,3.14,1.97,13.4,0,3
5,7.3,0.2,0.32,-56.5,1.094,21,98,1.03798,2.12,3.76,10,0,3
3,5.5,-0.32,0.24,9.2,-0.106,55,473,0.95334,3.31,0.38,2.5,0,1
6,6.8,-0.6,2.8,5.3975,0.031,35,137,0.9946,3.16,0.36,6.5,2,2
2,8,1.7,0.48,7.4,0.053,193,149,0.96575,3.18,0.53,15.6,-1,1.35
4,6.8,-0.26,0.28,61.6,1.162,237,136,0.99556,4.12,1.02,18.2,0,3
3,12.7,0.56,0.02,1.6,-0.419,22,102,0.9937,3.28,0.44,10.7,0,1
0,2.6,0.3,-0.89,-13.75,0.037,-477,343,0.973,2.53,1.33,12.7,1,1.54
5,8,0.19,0.28,11.6,-0.098,232,158,0.9907,3.36,0.64,11.4,1,3
3,7.1,-1.11,0.64,17,-0.186,137,109,0.98547,3.15,1.87,22.5,-2,1
3,8.9,1.89,0.3,8.1,0.026,14,71,0.97429,3.84,0.1,0.6,0,3
3,-5.7,0.28,0.14,8.6,0.101,247,302,0.99542,3.16,0.3692,9.5,-1,1
3,4.9,0.22,0.38,14,0.059,-63,-504,1.02455,3.12,0.4907,10,-1,1.68
2,5.9,0.19,0.37,21.8,0.337,3,21,1.08235,3.09,-0.27,8.1,-1,1
2,8.4,-0.79,0.77,16.5,0.129,7,77,0.9939,3.64,0.52,11.7,-1,1
3,6.5,0.3,2.26,-1.4,-0.312,61,219,0.9959,3.19,0.5,13.1,0,1
0,-1.1,0.335,0.1,1.6,-0.453,3,197,1.03646,4.61,0.65,9.55,0,1.33
0,9.4,0.62,0.49,-47.9,0.082,5,-91,0.9987,2.12,0.7129,10.7,0,1
0,-10.8,0.48,0.07,23,0.089,135,-57,0.99684,3.2684,-0.29,11.1,1,1.25
4,9.8,0.46,0.65,-60.2,0.05,76,-147,0.9976,3.16,0.42,8.7,1,2
5,6.5,0.36,0.38,10.2,0.192,20,82,0.99274,3.27,0.43,6.4,0,4
2,6.6,0.22,2.79,15.1,0.052,22,136,1.01444,2.94,0.35,9.4,-1,3
3,6.8,0.16,1.45,1.3,0.248,-182,98,0.99344,2.21,0.5,9.5,-1,2
2,5.3,-0.54,0.3,-23.3,0.057,17,351,0.98879,4.43,0.51,10.2,-2,1.36
0,14.3,0.31,-0.47,-3,-0.392,147,293,1.08505,2.86,0.46,8.4,0,1
6,12.7,-1.11,0.47,-3.45,-0.833,-55,133,0.9933,3.52,0.43,11.5,1,3
5,7.7,0.42,0.31,9.2,0.048,201,221,1.0182,3.1982,0.61,8.7,1,3
4,5.8,0.13,1.29,12.7,0.00113,24,183,0.98188,3.32,0.81,-0.5,0,2
0,8.6,1.58,1.67,3.85,0.398,260,179,0.99189,3.04,0.6831,15.4,1,1.22
0,6.4,0.75,0.28,-48.2,0.045,-190,87,0.99175,3.58,2.09,4.7,0,1.31
5,7.1,0.26,-2.38,23.1,0.622,39,-306,0.98726,3.31,0.31,11.6,1,3
3,8.3,1.52,0.26,14.7,0.291,296,125,0.998365,2.99,0.73,9.4,-1,1
2,9.1,1.3,-0.54,10,0.473,36,131,0.99696,3.08,-0.67,9.5,-1,1.54
0,12.5,0.56,0.38,2.4,0.328,5,-169,1.0438,3.36,0.27,13,0,1.18
3,18.4,2.45,0.17,8.4,0.044,-82,198,0.99578,4.33,0.6911,10.4,0,1.71
4,17.2,-0.31,0.28,-47.9,0.043,-136,113,0.99338,3.1503,0.56,6.3,0,4
4,13.7,1.36,3.07,21.55,0.14296,16,37,1.01555,3.244,0.65,9.2,1,2
0,20,-0.26,0.28,3.2,0.066,-127,114,1.00716,3.22,0.04,10.424333333333,1,1.25
0,-5,-1.35,1.11,-64,0.047,179,146,1.02466,4.24,2.41,11.2,-1,1.29
4,7.5,0.19,0.49,-5.1,0.047,-388,281,0.9932,3.4,-0.3,12.7,0,1
4,18.9,0.12,-1.81,3.9195,-0.104,31,135,0.9904,3.14,1.15,18.6,-1,3
0,-4.8,0.32,0.42,-58.9,0.366,16.455,-44,0.99434,3.14,-1.02,5.5,0,1.31
3,7.4,0.16,1.56,11,-0.384,18,-144,0.9917,4.09,0.4306,11.2,-1,2
4,7.1,0.45,1.64,6.85,0.044,235,415,0.98426,3.31,-0.05,22.6,0,1
0,10.8,1.505,0.98,4,-0.224,208,49,0.9965,4.31,0.98,12.8,0,1.23
3,6.2,0.43,0.71,1.8,0.078,21,70,1.03457,3.52,1.65,9.5,-1,1.63
4,6.5,-0.98,-0.5,-41.6,0.123,129,382,0.96462,2.92,-0.61,14.9,0,1
5,1,-0.81,0.52,6.3,0.199,35.51,186,0.97453,4.16,-1.8,9.6,2,4
4,12.5,1.41,0.04,1.6,0.225,15,-354,0.9962,3.48,-2.76,3.1,1,1.8
4,7.6,0.19,0.39,26.55,0.424,32,116.975,1.00014,4.45,2.42,7.6,-1,3
4,1.6,1.68,0.31,2.8,-0.995,40,-199,0.99126,3.06,1.36,10.9,-1,3
3,3.3,-0.83,-0.5,56.9,-0.114,-191,135,0.9952,2.22,0.46,15.1,1,2
5,-3.4,0.29,-1.03,-27.8,0.611,171,116,0.98983,2.99,1.38,13.5,-1,2
3,6,0.91,-1.27,12.1,0.058,24,323,0.96961,3.3,-0.6,11.7,-1,1
3,17.8,0.33,-0.46,1.2,-0.342,303,96,1.02431,3.16,0.51,11,-1,2
4,7.1,0.33,0.34,54.4,0.089,35,203.855,0.99542,3.16,2.17,9.3,0,2
4,20.2,-0.49,0.31,-14.9,-0.28,-172,205,0.998,3.06,0.2845,8.9,0,3
4,5.4,0.445,0.05,3.3,0.054,-245,147,0.98005,3.42,1.79,9.1,1,2
0,18.1,-0.2,1.73,2.7,-0.03617,-187,388,0.94811,2.55,2.53,15.5,-1,1.45
3,12,0.4,0.92,5.6,0.054,212,47,0.9991,3.38,0.6144,7.5,-2,1
0,7.3,0.25,0.29,12.4,0.049,15,158,1.02449,3.09,0.72,9.6,0,1.14
0,12.1,1.48,0.39,39.3,0.106,-278,94.46,0.9986,3.85,0.7158,10.482,1,1.19
4,7.2,0.61,0.28,1.6,0.147,299,168,1.02338,2.15,1.06,14,0,3
2,-4,-0.17,0.25,75.6,0.035,-123,137.21,0.99481,3.24,-0.74,13.9,-1,1.72
4,6.1,0.3,-0.55,4.25,0.032,43,-108,0.9916,3.26,0.47,11.3,-1,1
5,6.6,0.28,0.79,1.7,0.555,-191,84,0.99096,3.16,0.5,12.7,0,4
4,7.4,-0.16,0.45,12.9,0.0491,33,88,1.07507,2.26,0.44,8.7,-1,2
3,1.9,0.23,0.2,11.4,0.253,45,-132,0.99268,3.53,-0.76,9.7,-1,1
3,6.5,-0.53,0.52,7.9,-0.024,-26,192,0.99551,2.42,-1.71,4.7,-1,2
3,-2.1,-2.41,-0.75,-15.8,0.089,53,143,1.01463,3.49,0.62,10.8,-1,1
2,14.6,0.35,-2.27,6.2,0.04537,289,511,0.9968,5.87,0.6,1.1,-1,1
